,num_simplices,max_order_simplex,index_study
0,"[    200    4663   40556  184855  516140  964447 1281340 1270044  976706
  599000  296666  118484   37597    9138    1578     168       8]",17,117
0,[  200  3574 18858 42755 50263 33621 13120  2925   338    13],10,118
0,[  200  3589 17707 35941 38835 27385 14941  6891  2517   611    78     3],12,119
0,[  200  2964  9955 12484  7713  2702   553    63     4],9,120
0,"[   200   4679  35752 131315 279170 378541 344814 216416  94430  28585
   5898    787     60      2]",14,121
0,"[    200    4197   32141  132593  353013  667927  945609 1028393  870239
  576026  298465  120768   37912    9078    1586     181      10]",17,122
0,"[   200   4455  34853 135875 310165 454147 453814 326642 179538  79516
  28878   8351   1826    280     26      1]",16,123
0,"[    200    4195   33707  146215  400289  760052 1059525 1115181  890908
  534352  235149   73184   15154    1859     101]",15,124
0,"[   200   4268  31682 117655 259672 372910 363850 243458 109635  31720
   5422    469     14]",13,125
0,"[   200   4418  33577 129583 307371 495557 571532 483364 303519 142272
  49497  12440   2134    224     11]",15,126
0,"[   200   4420  32859 118468 245192 320810 281709 171196  71885  20091
   3462    318     11]",13,127
0,"[   200   4439  33946 130449 303118 473085 530118 445645 287909 143261
  53859  14742   2768    319     17]",15,128
0,"[   200   3961  25542  81787 163125 230661 246204 202022 126900  60243
  21201   5366    928     99      5]",15,129
0,"[   200   3786  28525 118553 315436 586714 806960 849708 698243 451005
 228016  88697  25710   5286    717     57      2]",17,130
0,"[   200   4508  35429 142547 348958 566806 639555 514725 301149 130518
  42616  10450   1830    201     10]",15,131
0,[  200  3143 12261 18300 13305  5514  1411   211    13],9,132
0,[  200  3187 12876 20838 16934  7713  2015   279    15],9,133
0,"[   200   4557  34055 122829 260895 368202 372338 280370 158136  65576
  19318   3864    500     41      2]",15,134
0,[  200  3027 12669 23550 24809 17224  8589  3226   936   206    30     2],12,135
0,"[     200     5793    67064   422664  1657623  4351121  7991157 10558786
 10211142  7298087  3870764  1522343   441136    92655    13584     1272
       58]",17,136
0,"[   200   4581  35252 133661 304105 465958 513701 422165 262614 123324
  42703  10364   1614    139      5]",15,137
0,[  200  3185 13535 24112 22905 13842  6035  1954   451    68     5],11,138
0,"[   200   4115  28862  94021 166367 176106 118144  51467  14356   2415
    216      7]",12,139
0,"[   200   4099  26382  75967 118164 111917  70871  32704  11977   3661
    899    160     18      1]",14,140
0,"[   200   3954  23411  64200 102177 106176  75793  37432  12515   2705
    344     20]",12,141
0,[  200  3259 15338 32238 36906 25214 10459  2579   371    29     1],11,142
0,[ 200 1486 2042  961  215   25],6,143
0,"[   200   4472  32203 108746 209592 258110 216485 127772  53779  16232
   3540    564     64      4]",14,144
0,[  200  2371  7731 11414  9451  4947  1649   315    25],9,145
0,[ 200 2028 4780 4647 2329  638   94    5],8,146
0,[  200  3043 11478 16607 11418  4205   861    96     6],9,147
0,[ 200 2582 6468 5715 2528  607   65    2],8,148
0,[  200  3751 21245 53922 75040 64886 37351 14401  3469   439    19],11,149
0,"[   200   4398  30922 101683 191067 230010 188932 109446  45162  13015
   2445    254      9]",13,150
0,[  200  4024 24384 66418 99671 92489 57334 25242  8117  1824   249    15],12,151
0,[  200  3277 14130 24953 22526 11632  3650   719    86     5],10,152
0,[  200  3037 12631 23035 22828 13404  4712   937    88     2],10,153
0,"[    200    5010   44035  195764  527937  969276 1314214 1390660 1181928
  809400  440193  185913   59401   13880    2243     223      10]",17,154
0,[  200  3233 14366 27519 29203 19758  8995  2769   561    65     3],11,155
0,[  200  3263 14176 25757 24336 13279  4222   699    44],9,156
0,[ 200 2506 7556 8719 4846 1419  233   21    1],9,157
0,[  200  2459  8056 12028 10939  7083  3471  1230   286    38     2],11,158
0,"[   200   4554  34827 130871 291638 427910 440536 332359 189456  83085
  28126   7206   1317    151      8]",15,159
0,"[   200   4554  34523 125621 261182 341476 300101 188291  89250  33122
   9508   1961    250     14]",14,160
0,[  200  3080 12239 20428 19471 13228  7162  3059   948   193    22     1],12,161
0,[  200  3069 11699 16765 10666  3272   518    35],8,162
0,[ 200 2339 6910 7967 4481 1438  286   29    1],9,163
0,[  200  2906 11544 19028 15603  6900  1666   201     8],9,164
0,[ 200 1126  973  205    6],5,165
0,[ 200 2090 5132 5115 2888 1157  334   64    6],9,166
