,num_simplices,max_order_simplex,index_study
0,"[   200   4155  30257 111553 244068 346773 336686 228767 108835  35234
   7236    816     36]",13,185
0,[  200  3792 20576 44570 45316 24366  7700  1578   214    14],10,186
0,[  200  3476 18340 45674 65738 60518 37934 17004  5600  1317   197    14],12,187
0,[  200  3677 19054 42806 53109 40585 19568  5752   924    59],10,188
0,[  200  2679 10135 16726 14397  7266  2291   428    41     1],10,189
0,[  200  3417 14815 23935 17781  7612  2291   463    50     2],10,190
0,"[   200   4593  37986 158705 384857 592438 620931 467082 259664 106955
  31799   6401    771     42]",14,191
0,"[    199    6162   72452  441132 1636714 4073645 7226027 9503876 9507160
 7343737 4412815 2067589  755813  216099   48562    8534    1119      96
       4]",19,192
0,[  200  3862 20541 45111 50809 32770 12557  2838   371    25],10,193
0,[  200  3461 16620 36207 45816 37937 21785  8756  2400   410    36     1],12,194
0,[  200  3189 14773 33397 44248 36046 18473  6013  1243   156     9],11,195
0,[  200  2862 12707 26918 33422 27440 15802  6319  1682   272    20],11,196
0,[  200  3619 18573 42421 51472 36261 15402  3954   597    54     3],11,197
0,[  200  3270 14966 29099 29218 17207  6423  1523   212    14],10,198
0,[  200  3239 14617 29063 31731 21288  9255  2755   622   115    15     1],12,199
0,[  200  4000 21639 46809 50071 31516 13256  3746   622    42],10,200
