,num_simplices,max_order_simplex,index_study
0,"[   200   5670  49501 199454 461452 684587 685797 473786 226320  73681
  15723   2019    128      2]",14,95
0,"[   200   5251  35013  89251 115970  91737  48030  16992   4034    621
     52      1]",12,96
0,"[   200   5677  49174 193013 431934 629351 642522 476414 259251 102635
  28776   5412    608     30]",14,97
0,"[   200   5610  48093 187909 417671 603143 610983 451144 247016 100868
  30683   6888   1107    116      6]",15,98
0,"[   200   5526  42635 133158 209639 191561 111624  43708  11813   2267
    322     34      2]",13,99
0,"[   200   5403  37748  99241 127473  95904  46609  15202   3360    485
     38]",11,100
0,"[   200   5337  37230  98834 127598  93896  43679  13560   2774    338
     18]",11,101
0,"[   200   5354  42047 151646 325932 483773 532454 444269 279718 130454
  43788  10159   1545    144      7]",15,102
0,"[   200   5164  37243 114016 188179 190699 126902  57456  17799   3669
    465     28]",12,103
0,"[   200   5430  43608 156973 319040 416703 376848 245338 116253  39512
   9249   1403    128      6]",14,104
0,"[   200   5587  42528 129514 200887 183219 107191  42500  11568   2057
    208      8]",12,105
0,"[   200   5496  41151 121485 176992 147260  76783  26018   5566    667
     33      1]",12,106
0,"[   200   5254  38259 115996 187106 186492 124680  58198  19164   4316
    602     42      1]",13,107
0,[  200  5217 33030 72130 68241 32740  8962  1532   174    11],10,108
0,"[   200   5618  46216 168540 348861 469564 439433 293482 140085  47012
  10675   1524    121      4]",14,109
0,"[   200   5447  40759 125228 201343 194166 121088  51210  15218   3178
    424     26]",12,110
0,"[   200   5533  46133 172666 364841 501626 489742 354712 191806  75605
  20730   3680    372     15]",14,111
0,"[   200   5390  39969 123410 205796 214439 149869  72478  24770   6241
   1269    224     30      2]",14,112
0,[  200  5366 35608 83462 87964 49518 17052  4053   799   146    19     1],12,113
0,"[   200   5183  34018  84990 108224  89007  57623  31835  14342   4831
   1105    150      9]",13,114
0,"[   200   5698  47353 172217 347760 446682 389397 233470  94201  24304
   3679    285      9]",13,115
0,"[   200   5570  46082 172081 364351 485359 421939 240753  89269  20925
   2886    191      3]",13,116
0,"[   200   5477  39416 107357 139025  99680  44272  13420   3113    638
    119     16      1]",13,117
0,"[   200   5504  39016 104370 136886 104851  51442  16701   3599    485
     29]",11,118
0,"[   200   5513  44373 157050 309964 389940 334492 201372  85234  24725
   4625    496     23]",13,119
0,"[   200   5620  42914 132648 213554 207704 131480  55441  15541   2861
    318     15]",12,120
0,"[   200   5637  44054 138894 219730 198417 110782  39969   9471   1478
    148      8]",12,121
0,"[   200   5566  47186 188135 448111 716403 812786 675435 421235 201986
  76228  22836   5262    851     81      3]",16,122
0,"[   200   5434  38150 101793 133947 103643  52560  18342   4303    612
     40]",11,123
0,[  200  5397 35053 77726 76015 40124 12859  2520   282    14],10,124
0,"[   200   5765  47091 161486 288314 299135 190866  76496  18917   2697
    187      4]",12,125
0,[  200  5288 34069 77901 82499 48915 17830  4040   556    44     2],11,126
0,[   200   5297  36574  94523 112487  69899  24708   5298    677     40],10,127
0,"[   200   5516  40525 114706 157420 121727  58554  18404   3737    461
     32      1]",12,128
0,"[   200   5271  36443 100678 148273 138586  88777  39795  12351   2546
    319     19]",12,129
0,"[   200   5424  38847 107675 147608 116813  58042  18820   3955    495
     29]",11,130
0,"[   200   5257  37780 109379 157340 128068  64118  20488   4109    506
     42      2]",12,131
0,"[    200    5287   40647  151211  397406  904543 1813868 3071336 4287209
 4898089 4568644 3467139 2127465 1044856  404450  120565   26697    4134
     399      18]",20,132
0,"[   200   5573  47971 186879 405024 559436 546514 405988 235702 105249
  34570   7849   1136     92      3]",15,133
0,"[   200   5236  38215 119107 203351 218890 161110  84530  31858   8563
   1615    197     12]",13,134
0,"[   200   5509  41897 127293 191506 161413  81860  25994   5212    641
     46      2]",12,135
0,"[   200   5387  37852 103366 144189 123710  73617  32778  11289   2961
    566     74      5]",13,136
0,"[   200   5587  44133 146603 258694 276730 193950  93430  31617   7391
   1120     98      4]",13,137
0,"[   200   5485  44688 166301 365361 547200 599113 494124 310801 149290
  54046  14235   2549    273     13]",15,138
0,[  200  5124 32979 79218 93004 63943 28249  8268  1618   195    10],11,139
0,"[   200   5568  42698 132526 212740 204809 127329  52745  14672   2668
    289     14]",12,140
0,"[   200   5072  33278  88743 130380 123276  77987  32473   8462   1251
     86      1]",12,141
0,[   200   5504  38535  99058 120213  81248  33329   8381   1187     71],10,142
0,"[   200   5594  48207 187260 404687 553800 521240 355061 179704  67871
  18768   3603    424     22]",14,143
0,"[   200   5500  41525 128427 208417 205110 132399  58236  17825   3866
    609     68      4]",13,144
0,"[   200   5481  39172 106085 138828 103516  48723  14925   2861    315
     15]",11,145
0,"[   200   5492  39793 112962 164989 152986 106921  61985  29225  10420
   2600    406     30]",13,146
0,[  200  5128 30597 60065 49223 20276  5006   922   140    16     1],11,147
0,"[   200   5242  37363 116829 218940 285494 271577 190855  99415  38273
  10711   2080    251     14]",14,148
0,"[   200   5328  37830 110272 171996 163195  98995  38956   9904   1567
    137      5]",12,149
0,"[   200   5702  50217 201572 451117 628778 584714 383967 189460  74861
  24480   6417   1227    147      8]",15,150
0,"[   200   5207  37148 112152 187314 198873 142403  70157  23722   5358
    749     51]",12,151
0,"[   200   5454  37501  93399 109238  72419  30650   8751   1701    230
     22      1]",12,152
0,"[   200   5369  38580 111640 166890 147820  83421  31281   7999   1444
    199     21      1]",13,153
0,"[   200   5571  44772 153648 284514 324134 243461 125626  46028  12365
   2472    348     26]",13,154
0,"[   200   4956  32848  93967 156764 180789 157188 107081  57795  24615
   8093   1956    317     29      1]",15,155
0,"[   200   5636  45929 163404 323979 407881 350763 216603  99468  34325
   8677   1510    161      8]",14,156
0,"[   200   5568  41632 120490 170230 136594  68276  22292   4805    669
     57      2]",12,157
0,[  200  5189 33068 75436 78634 44056 15015  3467   573    59     2],11,158
0,"[   200   5470  41230 125737 192545 166027  84969  26102   4791    527
     33      1]",12,159
0,"[   200   5557  41332 118251 161468 119605  52847  15829   3782    748
    105      8]",12,160
0,"[   200   5595  48688 205434 518280 850512 941369 715089 376138 137536
  34916   6075    683     41      1]",15,161
0,"[   200   5445  39074 107903 143675 105078  45674  12464   2243    281
     20]",11,162
0,"[   200   5824  51416 203339 444997 606028 548465 340409 145654  42072
   7761    809     35]",13,163
0,"[   200   5517  39206 103973 133138  98733  48895  18650   6177   1733
    358     47      3]",13,164
0,"[   200   5511  45800 174865 390398 580259 609012 458824 246184  91812
  22784   3459    267      6]",14,165
0,"[   200   5374  43740 167938 385695 589157 622306 461640 242474  90680
  24328   4736    667     63      3]",15,166
0,"[    200    5501   47976  203495  519275  886082 1068766  938119  606922
  289554  100734   24889    4145     419      20]",15,167
0,"[   200   5408  37773 100059 128244  92527  40563  10892   1674    120
      2]",11,168
0,"[   200   5468  40265 115784 161916 125829  59493  18137   3596    429
     23]",11,169
